,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
114,Kentavious Caldwell-Pope,SG,30,DEN,68,68,31.8,3.4,7.6,.450,1.5,3.9,.396,1.9,3.7,.506,.551,1.4,1.6,.916,0.4,2.0,2.4,2.4,1.4,0.5,1.0,1.9,9.8,2024,10.4,.592,.512,.207,1.5,6.8,4.2,9.5,2.1,1.5,10.7,12.8,1.7,2.3,4.1,.090,-2.2,0.7,-1.5,0.3
179,Keon Ellis,SG,24,SAC,48,12,15.5,1.6,3.5,.462,1.0,2.6,.395,0.6,0.9,.644,.607,0.3,0.5,.667,0.4,1.4,1.8,1.4,0.8,0.5,0.5,1.7,4.6,2024,11.6,.615,.734,.142,3.1,10.2,6.6,11.1,2.6,2.9,12.2,11.7,0.8,0.9,1.7,.108,-1.2,2.1,0.9,0.5
329,Keon Johnson,SG,21,BRK,4,0,12.8,1.8,4.8,.368,1.0,2.3,.444,0.8,2.5,.300,.474,2.5,2.5,1.000,0.8,0.5,1.3,0.8,0.8,0.3,1.0,1.0,7.0,2024,15.3,.598,.474,.526,6.2,4.5,5.4,8.3,2.9,1.8,14.6,23.3,0.1,0.1,0.1,.101,0.3,-0.9,-0.6,0.0
178,Kessler Edwards,SF,23,SAC,47,0,5.0,0.6,1.5,.423,0.4,0.9,.386,0.3,0.6,.481,.542,0.1,0.1,.667,0.2,0.6,0.8,0.2,0.2,0.1,0.1,0.5,1.7,2024,10.8,.550,.620,.085,4.2,14.7,9.3,6.1,1.6,1.5,3.9,13.9,0.2,0.2,0.4,.086,-1.3,-0.3,-1.6,0.0
174,Kevin Durant,PF,35,PHO,67,67,37.1,10.1,19.1,.530,2.2,5.3,.425,7.9,13.9,.570,.589,5.1,5.9,.854,0.5,6.2,6.7,5.2,0.9,1.3,3.3,1.7,27.6,2024,21.9,.634,.276,.310,1.7,17.9,10.3,22.8,1.2,3.1,13.3,29.2,5.0,2.8,7.7,.149,4.4,0.1,4.6,4.1
298,Kevin Huerter,SG,25,SAC,64,59,24.4,3.9,8.8,.443,1.9,5.3,.361,2.0,3.4,.571,.553,0.6,0.7,.766,0.6,2.9,3.5,2.6,0.7,0.4,0.8,2.1,10.2,2024,12.4,.564,.609,.084,2.7,13.7,8.1,14.3,1.4,1.3,8.4,17.3,1.4,1.3,2.8,.085,-0.5,-0.4,-1.0,0.4
348,Kevin Knox,SF,24,DET,31,11,18.1,2.8,6.0,.462,1.0,3.0,.330,1.8,3.0,.598,.546,0.6,0.7,.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,2024,9.9,.570,.505,.118,3.5,11.5,7.5,5.9,1.1,1.1,10.1,16.5,0.2,0.2,0.4,.034,-2.8,-1.8,-4.5,-0.4
380,Kevin Love,PF,35,MIA,47,5,17.5,2.9,6.5,.443,1.6,4.5,.349,1.3,2.0,.656,.564,1.7,2.2,.779,1.1,5.1,6.2,2.2,0.3,0.2,0.8,1.8,9.0,2024,18.7,.606,.695,.341,6.8,33.7,20.1,19.3,1.0,1.1,9.8,21.1,1.7,1.4,3.1,.181,3.0,1.1,4.1,1.3
264,Kevon Harris,SG,26,ORL,2,0,3.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0,2024,11.2,.667,.000,.000,0.0,39.5,19.5,32.9,0.0,0.0,25.0,29.1,0.0,0.0,0.0,.039,-15.5,-0.3,-15.8,0.0
377,Kevon Looney,C,27,GSW,66,36,16.7,1.9,3.2,.605,0.0,0.0,.000,1.9,3.2,.608,.605,0.7,1.1,.671,2.0,3.9,5.8,1.9,0.4,0.3,0.7,2.2,4.6,2024,14.9,.626,.005,.348,12.7,24.7,18.8,14.5,1.1,1.9,16.0,11.0,2.3,1.4,3.6,.159,-0.8,1.4,0.6,0.7
330,Keyontae Johnson,SF,23,OKC,9,0,7.3,0.6,1.8,.313,0.1,0.3,.333,0.4,1.4,.308,.344,0.0,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2,2024,1.6,.344,.188,.000,7.0,9.8,8.5,7.1,0.7,0.0,20.0,13.1,-0.1,0.0,-0.1,-0.069,-7.6,-2.3,-9.9,-0.1
218,Keyonte George,PG,20,UTA,67,36,26.6,4.2,10.7,.391,1.9,5.7,.335,2.3,5.0,.455,.480,2.5,2.9,.842,0.2,2.7,2.9,4.6,0.5,0.1,2.4,1.2,12.7,2024,10.6,.532,.535,.275,0.9,10.8,5.9,23.8,0.9,0.3,16.7,22.5,-0.2,0.2,0.1,.002,-1.4,-2.6,-4.0,-0.9
429,Khris Middleton,SF,32,MIL,48,48,26.8,5.6,11.7,.481,1.7,4.6,.370,3.9,7.1,.553,.553,1.9,2.2,.840,0.7,3.8,4.5,5.3,0.9,0.3,2.2,2.6,14.8,2024,16.6,.584,.390,.189,2.9,15.2,9.2,28.4,1.6,1.0,14.7,23.8,1.5,1.3,2.8,.105,0.8,-0.1,0.8,0.9
272,Killian Hayes,PG,22,DET,42,31,24.0,2.8,6.7,.413,0.5,1.8,.297,2.3,5.0,.455,.452,0.8,1.2,.660,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,2024,10.5,.474,.261,.177,1.2,12.1,6.6,27.6,1.7,1.7,14.3,15.0,0.0,0.7,0.7,.032,-2.9,0.3,-2.6,-0.2
363,Kira Lewis Jr.,PG,22,UTA,25,0,8.2,1.0,2.9,.347,0.2,1.1,.148,0.8,1.8,.467,.375,0.6,0.7,.882,0.3,0.6,0.9,1.2,0.2,0.1,0.5,0.4,2.8,2024,8.4,.434,.375,.236,4.4,7.5,6.0,19.5,1.4,0.9,13.1,19.2,-0.2,0.2,0.0,-0.005,-4.2,-1.4,-5.6,-0.2
626,Klay Thompson,SF,33,GSW,69,55,29.7,6.2,14.5,.426,3.4,8.9,.383,2.8,5.7,.492,.543,1.6,1.8,.917,0.5,2.9,3.3,2.2,0.6,0.4,1.5,1.7,17.4,2024,13.2,.568,.611,.121,1.7,10.3,6.0,10.8,1.0,1.4,8.9,23.8,1.3,1.5,2.8,.066,0.7,-1.6,-0.9,0.6
99,Kobe Brown,PF,24,LAC,38,0,7.9,0.7,1.7,.400,0.3,1.0,.308,0.4,0.7,.538,.492,0.0,0.1,.500,0.3,1.0,1.2,0.4,0.2,0.1,0.2,1.1,1.7,2024,5.8,.493,.600,.031,4.0,13.7,9.0,7.1,1.0,0.9,9.6,10.7,0.0,0.2,0.2,.037,-4.6,-0.1,-4.6,-0.2
106,Kobe Bufkin,SG,20,ATL,9,0,9.9,1.4,4.1,.351,0.6,1.9,.294,0.9,2.2,.400,.419,0.2,0.4,.500,0.2,1.3,1.6,1.7,0.3,0.1,0.6,0.7,3.7,2024,8.9,.426,.459,.108,2.4,15.2,8.5,22.5,1.6,1.0,11.4,20.4,-0.1,0.0,0.0,-0.022,-3.4,-0.2,-3.6,0.0
587,Kobi Simmons,PG,26,TOR,2,0,21.0,2.0,6.0,.333,0.5,2.5,.200,1.5,3.5,.429,.375,0.0,0.0,,0.5,1.0,1.5,3.0,2.5,0.5,0.5,2.0,4.5,2024,10.4,.375,.417,.000,2.6,5.4,3.9,18.2,5.8,2.1,7.7,13.2,0.0,0.1,0.0,.035,-5.4,2.8,-2.5,0.0
173,Kris Dunn,PG,29,UTA,63,32,18.7,2.2,4.7,.476,0.7,1.7,.387,1.6,3.0,.526,.546,0.3,0.4,.680,0.7,2.1,2.8,3.8,1.0,0.4,1.2,2.0,5.4,2024,12.9,.554,.358,.084,4.3,12.3,8.4,27.2,2.7,2.1,20.1,13.6,1.0,0.9,1.9,.080,-1.4,1.6,0.1,0.6
464,Kris Murray,SF,23,POR,54,21,19.7,2.1,5.3,.404,0.7,2.6,.270,1.4,2.7,.535,.470,0.5,0.8,.610,1.1,2.1,3.1,1.3,0.9,0.3,0.8,1.3,5.4,2024,9.1,.483,.495,.144,5.7,12.7,9.0,9.4,2.1,1.4,12.7,13.9,-0.3,0.8,0.5,.022,-3.4,-0.1,-3.4,-0.4
522,Kristaps Porziņģis,C,28,BOS,51,51,29.8,6.9,13.4,.511,2.0,5.3,.369,4.9,8.1,.604,.584,4.6,5.3,.857,1.7,5.2,6.9,1.9,0.7,1.8,1.6,2.8,20.3,2024,22.5,.642,.396,.397,6.5,17.9,12.5,9.5,1.1,5.4,9.2,25.3,4.2,2.6,6.7,.213,3.2,1.2,4.4,2.4
12,Kyle Anderson,PF,30,MIN,70,10,22.9,2.6,5.5,.470,0.1,0.6,.225,2.4,4.9,.499,.482,1.3,1.9,.715,0.8,2.8,3.6,4.3,0.9,0.6,1.2,1.6,6.6,2024,13.0,.525,.104,.339,4.2,13.3,9.0,25.2,1.9,2.2,15.9,14.4,1.5,2.8,4.3,.129,-1.3,2.7,1.4,1.4
354,Kyle Kuzma,PF,28,WAS,69,69,32.5,8.7,18.8,.463,2.2,6.4,.335,6.6,12.3,.531,.521,2.7,3.5,.774,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2,22.3,2024,15.8,.548,.343,.184,2.9,19.1,10.8,21.0,0.8,1.7,11.8,29.8,-0.8,1.1,0.3,.006,0.5,-1.6,-1.1,0.5
381,Kyle Lowry,PG,37,PHI,54,49,28.2,2.8,6.6,.424,1.6,4.3,.382,1.1,2.2,.504,.549,1.1,1.3,.845,0.6,2.7,3.3,4.1,1.0,0.3,1.4,2.4,8.3,2024,10.9,.583,.658,.201,2.3,10.9,6.6,19.8,1.8,1.1,16.7,13.4,1.2,1.8,3.0,.095,-2.0,1.0,-1.0,0.4
305,Kyrie Irving,SG,31,DAL,51,51,34.5,9.7,19.6,.494,2.9,7.2,.410,6.7,12.4,.543,.569,3.1,3.4,.902,0.7,4.3,5.0,5.2,1.2,0.4,1.7,1.9,25.4,2024,21.9,.602,.367,.174,2.4,13.5,7.9,24.4,1.7,1.1,7.5,28.3,4.2,1.6,5.8,.159,4.9,-0.1,4.8,3.1
29,LaMelo Ball,PG,22,CHO,22,22,32.3,8.3,19.2,.433,3.2,9.0,.355,5.1,10.3,.500,.515,4.1,4.7,.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9,2024,20.8,.561,.466,.246,4.4,13.8,8.9,43.2,2.8,0.5,15.0,34.1,0.6,0.6,1.1,.076,3.7,-0.4,3.3,0.9
606,Lamar Stevens,PF,26,MEM,33,2,12.9,2.6,5.5,.475,0.3,0.9,.333,2.3,4.6,.503,.503,1.0,1.3,.791,0.8,2.1,2.9,0.6,0.5,0.5,0.7,1.1,6.6,2024,14.8,.540,.164,.235,6.9,18.3,12.4,7.5,1.7,3.4,10.2,22.8,0.0,0.6,0.6,.068,-2.2,-0.2,-2.4,0.0
579,Landry Shamet,SG,26,WAS,46,5,15.8,2.6,6.0,.431,1.2,3.4,.338,1.4,2.5,.556,.527,0.8,1.0,.826,0.3,1.0,1.3,1.2,0.5,0.2,0.7,1.7,7.1,2024,10.5,.556,.573,.168,2.3,7.0,4.6,10.2,1.6,1.1,9.3,18.8,0.1,0.2,0.3,.022,-2.7,-1.3,-4.0,-0.4
470,Larry Nance Jr.,C,31,NOP,54,0,19.6,2.2,3.8,.593,0.4,1.0,.426,1.8,2.8,.653,.650,0.7,1.0,.736,1.5,3.6,5.1,1.7,1.0,0.3,0.8,1.5,5.6,2024,15.1,.669,.265,.260,8.6,19.9,14.4,10.9,2.5,1.7,15.3,11.0,1.9,1.8,3.7,.166,-0.1,2.4,2.3,1.2
395,Lauri Markkanen,PF,26,UTA,55,55,33.1,7.8,16.2,.480,3.2,8.0,.399,4.6,8.2,.559,.578,4.5,5.0,.899,2.2,5.9,8.2,2.0,0.9,0.5,1.4,1.8,23.2,2024,21.4,.631,.493,.311,7.4,19.5,13.5,9.4,1.3,1.3,7.1,25.0,5.2,1.0,6.2,.164,5.0,-1.4,3.6,2.6
316,LeBron James,PF,39,LAL,64,64,35.2,9.5,17.8,.530,2.1,5.2,.401,7.4,12.6,.583,.588,4.2,5.6,.751,0.8,6.5,7.3,8.1,1.2,0.6,3.4,1.2,25.2,2024,23.0,.620,.292,.313,2.8,19.4,11.5,36.8,1.6,1.4,14.2,29.1,4.6,2.5,7.1,.151,5.2,0.8,6.0,4.6
68,Leaky Black,SF,24,CHO,22,3,9.9,0.8,1.8,.436,0.3,0.7,.467,0.5,1.1,.417,.526,0.4,0.6,.643,0.4,1.4,1.7,0.8,0.2,0.3,0.2,0.7,2.3,2024,10.0,.554,.385,.359,4.0,16.0,9.7,11.0,1.1,2.6,10.0,10.1,0.2,0.1,0.3,.066,-3.2,-0.3,-3.5,-0.1
432,Leonard Miller,SF,20,MIN,11,0,3.0,0.6,1.0,.636,0.1,0.3,.333,0.5,0.7,.750,.682,0.0,0.0,,0.2,0.9,1.1,0.5,0.1,0.1,0.1,0.4,1.4,2024,21.9,.682,.273,.000,7.2,32.7,20.6,23.6,1.5,2.7,8.3,16.1,0.1,0.1,0.2,.265,2.6,4.4,7.0,0.1
536,Lester Quinones,SG,23,GSW,33,0,11.2,1.5,3.7,.390,0.8,2.3,.351,0.6,1.4,.457,.500,0.5,0.8,.667,0.6,1.5,2.1,1.0,0.2,0.1,0.5,1.2,4.3,2024,9.6,.523,.626,.220,5.9,14.5,10.2,11.6,0.8,0.5,10.6,17.2,0.2,0.3,0.5,.060,-2.5,-1.0,-3.5,-0.1
683,Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,2024,5.6,.510,.400,.400,0.0,0.0,0.0,0.0,0.0,0.0,14.5,37.0,0.0,0.0,0.0,-0.154,-14.6,-9.2,-23.8,0.0
672,Lindy Waters III,SG,26,OKC,31,0,6.4,0.9,2.2,.406,0.8,1.9,.417,0.1,0.3,.333,.587,0.0,0.0,1.000,0.1,0.8,1.0,0.5,0.1,0.2,0.2,0.6,2.6,2024,11.2,.590,.870,.014,2.3,14.0,8.4,10.3,0.5,2.3,8.0,16.5,0.2,0.2,0.4,.094,-0.1,-1.0,-1.0,0.0
661,Lonnie Walker IV,SG,25,BRK,52,0,17.1,3.6,8.4,.430,1.9,4.7,.398,1.8,3.7,.472,.541,0.8,1.0,.774,0.2,1.8,2.0,1.2,0.6,0.3,0.9,1.3,9.9,2024,13.4,.558,.558,.121,1.2,12.1,6.5,11.3,1.6,1.5,9.1,24.6,0.1,0.8,0.8,.044,-0.3,-1.1,-1.3,0.2
167,Luguentz Dort,SF,24,OKC,71,71,28.5,3.6,8.2,.439,2.0,4.9,.399,1.6,3.3,.500,.559,1.5,1.8,.848,1.0,2.7,3.7,1.4,0.9,0.6,0.9,3.0,10.7,2024,11.0,.594,.602,.214,4.0,10.1,7.2,6.1,1.5,2.0,9.1,15.1,1.9,2.2,4.1,.098,-1.4,-0.2,-1.6,0.2
166,Luka Dončić,PG,24,DAL,64,64,37.4,11.5,23.5,.487,3.9,10.3,.376,7.6,13.2,.573,.569,7.0,8.9,.785,0.8,8.3,9.1,9.8,1.5,0.5,4.0,2.1,33.8,2024,28.1,.615,.438,.380,2.4,24.1,13.3,44.0,1.9,1.2,12.6,36.0,7.8,3.1,10.9,.218,8.2,1.6,9.8,7.2
216,Luka Garza,C,25,MIN,20,0,5.0,1.3,2.9,.439,0.5,1.5,.310,0.8,1.4,.571,.518,0.7,0.9,.722,0.7,0.6,1.2,0.2,0.1,0.1,0.3,1.0,3.6,2024,17.5,.555,.509,.316,15.7,12.0,13.7,5.0,1.0,0.9,7.2,31.2,0.1,0.1,0.3,.124,-1.2,-3.2,-4.4,-0.1
564,Luka Šamanić,PF,24,UTA,36,3,7.0,1.0,2.6,.368,0.3,1.1,.250,0.7,1.5,.455,.421,0.6,0.8,.793,0.3,1.6,1.9,0.3,0.1,0.2,0.4,0.7,2.9,2024,8.1,.478,.421,.305,5.3,24.6,15.0,4.9,0.4,2.1,12.2,20.3,-0.3,0.1,-0.1,-0.024,-5.2,-2.5,-7.8,-0.4
343,Luke Kennard,SG,27,MEM,36,19,25.2,3.6,8.0,.453,2.8,6.1,.454,0.9,1.9,.449,.625,1.1,1.2,.886,0.3,2.5,2.8,3.3,0.5,0.0,1.3,1.1,11.1,2024,13.6,.650,.760,.153,1.3,11.4,6.2,20.2,1.0,0.1,12.8,16.7,1.4,0.6,2.0,.108,0.9,-0.7,0.1,0.5
351,Luke Kornet,C,28,BOS,55,5,15.5,2.2,3.2,.686,0.0,0.0,,2.2,3.2,.686,.686,0.8,0.9,.898,1.9,2.2,4.1,1.0,0.4,1.0,0.4,1.3,5.2,2024,19.2,.722,.000,.280,13.8,14.6,14.2,8.5,1.2,5.7,9.2,11.1,2.9,1.4,4.2,.239,1.3,1.9,3.2,1.1
189,Malachi Flynn,PG,25,DET,61,0,11.8,1.6,3.9,.410,0.7,2.1,.344,0.9,1.8,.491,.504,0.6,0.8,.750,0.3,1.3,1.6,1.7,0.5,0.1,0.8,0.9,4.5,2024,11.0,.532,.548,.201,3.0,12.4,7.6,19.1,1.9,0.8,15.6,18.3,0.0,0.5,0.5,.032,-2.2,0.0,-2.2,0.0
83,Malaki Branham,PG,20,SAS,69,23,20.3,3.4,8.0,.430,1.1,3.3,.339,2.3,4.7,.494,.500,0.8,0.8,.897,0.4,1.6,1.9,2.1,0.4,0.1,1.1,1.2,8.7,2024,8.9,.523,.413,.106,1.9,8.4,5.1,14.8,0.8,0.4,12.0,19.7,-0.7,0.5,-0.2,-0.008,-3.4,-2.2,-5.7,-1.3
89,Malcolm Brogdon,PG,31,POR,39,25,28.7,5.6,12.7,.440,2.1,5.1,.412,3.5,7.6,.458,.522,2.4,3.0,.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,2024,17.0,.560,.401,.234,2.7,12.8,7.5,30.8,1.2,0.6,9.9,23.1,2.0,0.6,2.5,.108,2.7,-0.8,1.9,1.1
122,Malcolm Cazalon,SG,22,DET,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.011,-6.0,-3.1,-9.1,0.0
52,Malik Beasley,SG,27,MIL,70,70,29.8,4.2,9.2,.456,3.0,6.9,.431,1.2,2.3,.535,.618,0.3,0.5,.706,0.6,3.3,3.8,1.4,0.8,0.1,0.7,2.0,11.7,2024,11.0,.623,.752,.053,2.1,11.6,7.0,6.0,1.3,0.4,6.9,14.6,2.1,1.5,3.7,.084,-0.4,-0.7,-1.1,0.5
447,Malik Monk,SG,25,SAC,72,0,26.0,5.5,12.4,.443,2.1,5.9,.350,3.4,6.5,.528,.526,2.4,2.8,.829,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2,15.4,2024,15.9,.564,.474,.230,1.6,11.3,6.4,28.7,1.2,1.9,13.2,25.9,1.8,1.5,3.3,.085,1.5,-1.0,0.4,1.1
156,Mamadi Diakite,PF,27,NYK,5,0,4.8,0.8,1.2,.667,0.0,0.2,.000,0.8,1.0,.800,.667,0.8,1.2,.667,0.2,0.6,0.8,0.4,0.2,0.2,0.2,0.4,2.4,2024,18.6,.694,.167,1.000,4.5,13.8,9.1,13.5,2.1,3.5,10.4,17.0,0.1,0.0,0.1,.167,0.5,2.8,3.3,0.0
53,MarJon Beauchamp,SF,23,MIL,46,1,12.9,1.6,3.4,.478,0.6,1.6,.389,1.0,1.8,.553,.567,0.4,0.6,.679,0.5,1.6,2.1,0.7,0.3,0.1,0.6,1.2,4.3,2024,9.0,.582,.459,.178,4.2,13.3,8.8,6.5,1.0,0.9,13.8,14.2,0.2,0.4,0.6,.049,-2.6,-1.0,-3.6,-0.2
453,Marcus Morris,PF,34,CLE,43,7,17.3,2.4,5.6,.439,1.0,2.5,.407,1.4,3.0,.466,.531,0.8,1.0,.833,0.5,2.5,3.0,0.8,0.3,0.3,0.6,1.6,6.7,2024,10.4,.561,.452,.176,3.1,16.3,9.6,6.2,0.9,1.5,8.9,16.4,0.3,0.7,1.0,.066,-2.1,-1.2,-3.3,-0.2
570,Marcus Sasser,PG,23,DET,64,4,17.8,2.8,6.5,.432,1.2,3.0,.379,1.7,3.5,.478,.520,0.8,0.9,.873,0.1,1.6,1.7,3.2,0.6,0.1,1.1,1.5,7.6,2024,12.0,.546,.465,.131,0.8,10.3,5.4,25.9,1.6,0.7,14.0,19.2,0.5,0.6,1.0,.043,-1.4,-0.8,-2.3,-0.1
593,Marcus Smart,PG,29,MEM,20,20,30.3,5.1,11.9,.430,2.1,6.7,.313,3.0,5.2,.583,.519,2.2,2.8,.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,2024,11.8,.552,.565,.236,1.0,8.8,4.8,22.8,3.3,0.8,19.2,23.0,-0.5,0.8,0.2,.018,-3.4,1.0,-2.4,-0.1
693,Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,.649,0.0,0.0,,5.2,7.9,.649,.649,2.4,3.4,.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,2024,22.5,.675,.000,.424,16.1,24.7,20.3,6.8,1.6,3.7,8.7,17.0,1.6,0.5,2.1,.199,1.5,-0.8,0.7,0.3
204,Markelle Fultz,PG,25,ORL,34,16,21.4,3.5,7.4,.470,0.0,0.3,.091,3.5,7.1,.488,.472,0.5,0.8,.630,1.3,1.9,3.2,2.9,1.0,0.3,1.1,1.5,7.5,2024,12.3,.483,.043,.107,6.8,10.7,8.8,20.1,2.4,1.4,12.8,18.2,-0.1,1.1,1.0,.067,-2.8,1.5,-1.3,0.1
456,Markieff Morris,PF,34,DAL,21,1,8.1,1.0,2.5,.377,0.6,1.6,.394,0.3,1.0,.350,.500,0.1,0.2,.750,0.2,1.3,1.5,0.6,0.2,0.0,0.5,0.5,2.7,2024,7.7,.511,.623,.075,2.6,17.2,9.9,8.9,1.4,0.5,15.4,16.2,-0.1,0.2,0.0,.005,-3.3,-1.3,-4.5,-0.1
478,Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2024,55.5,.532,.000,2.000,53.8,0.0,27.5,56.9,12.1,0.0,0.0,20.1,0.0,0.0,0.1,.670,29.1,14.3,43.4,0.0
75,Marques Bolden,C,25,CHO,4,0,4.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.3,0.5,0.0,2024,-5.1,.000,.000,.000,0.0,20.6,10.3,0.0,0.0,0.0,50.0,5.5,-0.1,0.0,0.0,-0.140,-12.4,-3.0,-15.4,-0.1
24,Marvin Bagley III,C,24,WAS,48,23,21.2,4.8,8.2,.589,0.2,0.5,.409,4.6,7.8,.599,.600,2.0,2.6,.758,2.6,3.6,6.2,1.1,0.4,0.7,1.1,1.6,11.8,2024,19.6,.632,.056,.315,13.3,18.8,16.0,8.4,0.8,2.7,10.9,20.9,2.1,0.6,2.7,.126,1.2,-1.4,-0.2,0.4
336,Mason Jones,SG,25,SAC,2,0,9.0,1.0,3.0,.333,1.0,2.5,.400,0.0,0.5,.000,.500,0.5,1.0,.500,0.5,2.0,2.5,2.5,0.5,0.0,0.5,0.0,3.5,2024,18.3,.509,.833,.333,6.1,25.6,15.6,35.2,2.7,0.0,12.7,18.7,0.0,0.0,0.1,.152,3.2,2.7,6.0,0.0
510,Mason Plumlee,C,33,LAC,38,9,14.4,2.0,3.2,.620,0.0,0.0,.000,2.0,3.2,.625,.620,1.6,2.3,.690,1.3,3.7,5.1,1.1,0.3,0.3,0.7,1.4,5.5,2024,17.0,.659,.008,.719,10.8,28.6,20.0,10.0,1.0,2.1,15.0,15.0,1.2,0.7,1.9,.164,-0.3,0.2,-0.1,0.3
629,Matisse Thybulle,SF,26,POR,65,19,22.9,1.9,4.9,.397,1.2,3.6,.346,0.7,1.3,.535,.524,0.3,0.4,.759,0.5,1.6,2.1,1.4,1.7,0.8,0.6,1.4,5.4,2024,10.4,.537,.729,.091,2.2,8.6,5.2,8.3,3.7,3.0,10.8,10.6,0.4,1.8,2.1,.069,-2.8,3.3,0.5,0.9
562,Matt Ryan,SF,26,NOP,23,1,16.0,2.1,4.8,.441,1.8,3.9,.461,0.3,1.0,.364,.626,0.6,0.6,.929,0.3,1.4,1.7,0.7,0.3,0.0,0.8,1.3,6.6,2024,9.7,.649,.802,.126,1.8,9.8,5.9,6.1,0.8,0.3,13.3,15.9,0.3,0.3,0.6,.078,-0.8,-1.1,-1.9,0.0
301,Matthew Hurt,PF,23,MEM,8,0,14.1,1.5,4.3,.353,0.6,2.5,.250,0.9,1.8,.500,.426,0.4,0.4,1.000,1.1,0.9,2.0,0.5,0.4,0.4,0.3,1.0,4.0,2024,8.4,.453,.588,.088,8.4,7.1,7.8,5.2,1.3,2.5,5.4,14.2,0.0,0.1,0.1,.030,-3.1,-0.7,-3.7,-0.1
125,Max Christie,SG,20,LAL,60,7,15.1,1.6,3.7,.435,0.7,1.8,.367,1.0,1.9,.500,.525,0.6,0.7,.773,0.2,2.0,2.2,0.9,0.3,0.3,0.6,0.9,4.5,2024,8.1,.553,.489,.197,1.7,13.9,8.1,7.7,0.9,1.5,12.6,13.3,-0.1,0.7,0.6,.032,-3.4,-0.5,-3.9,-0.4
611,Max Strus,SF,27,CLE,62,62,32.0,4.5,10.6,.418,2.4,7.0,.346,2.0,3.6,.561,.533,1.0,1.3,.788,0.9,3.8,4.7,3.8,0.9,0.5,1.5,2.6,12.4,2024,11.4,.551,.662,.121,3.2,12.9,8.2,16.2,1.4,1.3,12.1,17.6,0.9,2.5,3.4,.083,-1.3,0.6,-0.6,0.7
347,Maxi Kleber,C,32,DAL,36,7,20.3,1.4,3.4,.419,0.7,2.2,.329,0.7,1.3,.578,.524,0.6,1.0,.657,0.6,2.6,3.2,1.6,0.4,0.6,0.6,1.9,4.3,2024,7.9,.549,.637,.282,3.2,14.0,8.6,9.4,0.9,2.5,13.6,9.4,0.4,0.6,1.0,.064,-2.8,0.7,-2.1,0.0
367,Maxwell Lewis,SF,21,LAL,27,0,3.1,0.1,0.5,.214,0.0,0.2,.200,0.1,0.3,.222,.250,0.0,0.0,,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.3,2024,-2.9,.250,.357,.000,1.4,2.5,2.0,6.8,1.1,0.0,33.3,10.7,-0.3,0.0,-0.3,-0.153,-9.4,-2.5,-11.9,-0.2
523,Micah Potter,PF,25,UTA,11,0,9.7,0.8,1.5,.529,0.5,1.0,.455,0.4,0.5,.667,.676,0.3,0.3,1.000,0.5,1.6,2.1,0.2,0.0,0.1,0.2,0.5,2.4,2024,9.2,.710,.647,.176,5.2,18.3,11.8,2.4,0.0,0.8,9.8,7.9,0.1,0.0,0.2,.074,-1.0,-2.0,-3.0,0.0
