,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
519,Michael Porter Jr.,SF,25,DEN,73,73,31.8,6.5,13.2,.492,2.8,6.8,.403,3.7,6.4,.587,.596,1.1,1.4,.830,1.3,5.6,7.0,1.5,0.5,0.7,1.1,1.8,16.9,2024,16.0,.611,.518,.104,4.8,19.3,12.2,6.7,0.8,1.8,7.5,20.5,3.1,2.7,5.8,.120,1.6,-1.1,0.5,1.5
85,Mikal Bridges,SF,27,BRK,74,74,35.5,7.2,16.3,.439,2.7,7.3,.370,4.5,9.0,.495,.522,3.4,4.2,.813,0.9,3.9,4.7,3.7,1.0,0.4,2.1,1.5,20.4,2024,15.1,.563,.447,.257,2.5,12.4,7.3,16.1,1.4,1.0,10.4,24.7,1.9,2.0,3.9,.071,0.8,-1.0,-0.2,1.2
134,Mike Conley,PG,36,MIN,68,68,28.9,3.8,8.4,.452,2.3,5.2,.431,1.5,3.2,.486,.586,1.3,1.5,.901,0.5,2.4,2.9,6.0,1.1,0.2,1.2,1.7,11.2,2024,15.7,.617,.622,.177,1.9,8.9,5.6,28.8,1.9,0.7,11.5,15.6,4.6,3.0,7.6,.185,1.9,1.5,3.4,2.7
465,Mike Muscala,C,32,OKC,46,6,11.8,1.1,3.2,.356,0.6,2.0,.301,0.5,1.2,.453,.452,0.4,0.5,.708,0.7,1.7,2.4,0.7,0.2,0.3,0.4,1.0,3.2,2024,7.9,.476,.637,.164,6.7,15.9,11.2,8.0,0.8,1.8,10.8,13.6,-0.1,0.3,0.1,.012,-3.7,-1.4,-5.1,-0.4
86,Miles Bridges,SF,25,CHO,62,60,37.6,8.2,17.7,.460,2.3,6.5,.347,5.9,11.2,.526,.524,2.5,3.1,.808,1.1,6.4,7.4,3.3,1.0,0.5,2.1,1.8,21.1,2024,15.3,.552,.367,.175,3.1,19.7,11.1,14.3,1.3,1.2,9.7,24.7,0.4,1.5,1.9,.038,0.0,-1.2,-1.2,0.5
409,Miles McBride,PG,23,NYK,60,11,18.0,2.8,6.2,.456,1.5,3.6,.419,1.3,2.6,.506,.576,0.6,0.7,.850,0.4,0.9,1.3,1.6,0.7,0.1,0.4,1.5,7.7,2024,13.3,.594,.576,.107,2.5,5.5,4.0,12.4,2.0,0.5,5.8,16.5,2.0,1.1,3.1,.139,-0.5,0.6,0.1,0.6
549,Mitchell Robinson,C,25,NYK,23,21,28.0,2.8,4.8,.582,0.0,0.0,,2.8,4.8,.582,.582,0.7,1.9,.386,5.2,4.8,10.0,0.7,1.4,1.3,1.1,1.9,6.3,2024,16.2,.560,.000,.400,20.7,19.1,19.9,3.1,2.5,4.2,16.2,10.3,0.9,1.2,2.1,.153,-0.5,0.7,0.2,0.4
30,Mo Bamba,C,25,PHI,52,15,13.3,1.8,3.6,.503,0.5,1.1,.414,1.3,2.4,.543,.568,0.6,0.9,.652,1.4,2.8,4.2,0.8,0.4,1.0,0.7,1.8,4.6,2024,15.6,.585,.314,.249,11.6,24.0,17.6,7.8,1.5,7.2,15.6,15.2,0.6,1.2,1.8,.125,-2.1,1.2,-0.9,0.2
457,Monte Morris,PG,28,MIN,24,0,14.5,1.9,4.9,.393,0.7,2.0,.347,1.2,2.8,.426,.466,0.3,0.5,.615,0.3,1.3,1.5,2.2,0.6,0.2,0.3,0.4,4.9,2024,12.0,.477,.419,.111,2.0,9.7,6.0,21.0,2.0,1.0,4.7,16.1,0.2,0.5,0.7,.097,-1.8,1.0,-0.7,0.1
655,Moritz Wagner,C,26,ORL,71,1,18.0,4.2,7.0,.598,0.5,1.4,.324,3.7,5.5,.669,.631,2.1,2.6,.803,1.5,3.0,4.5,1.3,0.5,0.3,1.2,2.0,10.9,2024,20.6,.672,.206,.380,9.8,19.5,14.6,11.7,1.4,1.5,13.0,22.7,3.2,1.9,5.1,.190,1.7,0.4,2.1,1.3
100,Moses Brown,C,24,POR,19,4,8.8,1.3,2.7,.471,0.0,0.0,,1.3,2.7,.471,.471,0.3,1.3,.240,1.6,2.1,3.6,0.3,0.2,0.4,0.4,1.2,2.8,2024,12.5,.435,.000,.490,19.3,28.0,23.4,5.4,0.9,3.8,11.4,17.9,-0.1,0.2,0.1,.019,-5.2,-2.7,-7.9,-0.3
448,Moses Moody,SG,21,GSW,57,8,17.2,3.0,6.4,.464,1.0,3.0,.341,1.9,3.4,.576,.545,1.1,1.4,.795,1.1,1.9,3.0,0.8,0.7,0.4,0.7,1.3,8.1,2024,14.1,.576,.475,.214,6.6,12.1,9.4,6.4,1.9,2.1,8.9,18.8,1.0,1.0,2.0,.101,-0.1,0.3,0.2,0.6
252,Mouhamadou Gueye,PF,25,TOR,7,0,8.1,0.7,2.6,.278,0.0,0.1,.000,0.7,2.4,.294,.278,0.1,0.6,.250,1.0,0.4,1.4,0.1,0.1,1.1,0.9,0.9,1.6,2024,2.4,.278,.056,.222,13.2,5.9,9.7,2.2,0.8,12.3,23.3,19.3,-0.3,0.1,-0.2,-0.189,-11.6,-3.2,-14.8,-0.2
253,Mouhamed Gueye,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2024,-0.6,.000,1.000,.000,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.4,0.0,0.0,0.0,-0.109,-12.5,3.7,-8.8,0.0
155,Moussa Diabaté,C,22,LAC,11,0,5.8,0.9,1.7,.526,0.0,0.0,,0.9,1.7,.526,.526,0.8,1.3,.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6,2024,24.7,.576,.000,.737,27.7,15.5,21.4,8.6,3.9,1.4,7.4,18.7,0.2,0.1,0.3,.248,3.9,-0.6,3.3,0.1
642,Myles Turner,C,27,IND,71,71,27.3,6.1,11.9,.517,1.5,4.2,.349,4.7,7.7,.608,.578,3.2,4.1,.775,1.5,5.4,6.9,1.3,0.5,1.8,1.4,3.1,16.9,2024,18.7,.618,.350,.348,6.3,22.3,14.3,6.4,0.9,5.3,9.4,23.3,3.0,2.0,5.0,.125,0.6,-0.2,0.4,1.2
502,Mãozinha Pereira,SF,23,MEM,4,0,6.5,1.3,2.8,.455,0.3,1.0,.250,1.0,1.8,.571,.500,0.0,0.3,.000,1.0,1.3,2.3,0.0,0.5,0.0,0.3,0.5,2.8,2024,14.8,.481,.364,.091,16.3,21.9,19.0,0.0,3.8,0.0,8.0,20.6,0.0,0.0,0.0,.047,-2.4,-0.6,-3.1,0.0
396,Naji Marshall,SF,26,NOP,61,1,19.3,2.7,5.8,.460,0.9,2.4,.381,1.7,3.4,.517,.540,1.1,1.3,.793,0.9,2.9,3.7,2.0,0.8,0.2,1.0,1.4,7.3,2024,13.0,.573,.418,.233,5.0,16.2,10.7,13.7,1.9,0.9,13.6,16.6,0.9,1.6,2.6,.105,-1.2,0.6,-0.6,0.4
370,Nassir Little,SF,23,PHO,40,2,11.2,1.4,2.9,.466,0.5,1.7,.318,0.8,1.3,.660,.556,0.4,0.5,.850,0.4,1.5,1.8,0.5,0.3,0.3,0.3,1.0,3.7,2024,10.2,.585,.569,.172,3.8,14.1,9.2,6.2,1.1,2.0,9.4,13.4,0.4,0.4,0.8,.081,-2.1,-0.5,-2.7,-0.1
283,Nate Hinton,SG,24,HOU,11,0,5.3,0.9,1.8,.500,0.6,1.0,.636,0.3,0.8,.333,.675,0.4,0.5,.800,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8,2024,19.2,.698,.550,.250,5.5,16.6,11.0,15.0,1.7,3.2,8.3,17.7,0.2,0.1,0.3,.232,3.5,2.1,5.6,0.1
421,Nathan Mensah,C,25,CHO,25,0,12.3,0.5,1.1,.429,0.0,0.0,,0.5,1.1,.429,.429,0.4,0.5,.750,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3,2024,5.1,.496,.000,.429,10.2,13.6,11.8,3.7,1.0,4.3,29.6,6.8,0.0,0.2,0.2,.024,-8.8,-0.1,-8.9,-0.5
543,Naz Reid,C,24,MIN,72,7,23.9,4.9,10.2,.480,2.0,4.9,.408,2.9,5.3,.546,.578,1.3,1.7,.760,0.9,4.2,5.1,1.3,0.7,0.9,1.3,2.1,13.1,2024,16.0,.598,.484,.170,4.7,19.0,12.2,8.2,1.5,3.2,10.3,22.6,1.3,3.3,4.6,.128,0.6,1.1,1.7,1.6
532,Neemias Queta,C,24,BOS,26,0,11.4,2.0,3.2,.614,0.0,0.0,,2.0,3.2,.614,.614,0.7,0.9,.708,1.8,2.3,4.1,0.5,0.4,0.6,0.4,1.8,4.6,2024,19.9,.636,.000,.289,17.5,21.3,19.5,6.5,1.8,4.5,9.7,15.2,0.9,0.6,1.4,.230,-0.7,0.8,0.1,0.2
129,Nic Claxton,C,24,BRK,64,64,29.9,5.3,8.4,.627,0.0,0.1,.200,5.2,8.3,.631,.628,1.6,2.8,.575,2.8,7.2,9.9,2.1,0.7,2.0,1.2,2.5,12.1,2024,19.0,.631,.009,.334,9.8,27.3,18.2,10.3,1.1,6.2,11.1,15.7,3.5,2.9,6.4,.160,0.0,1.5,1.4,1.7
545,Nick Richards,C,26,CHO,63,50,26.6,3.9,5.7,.688,0.0,0.0,.000,3.9,5.6,.690,.688,2.0,2.8,.733,2.7,5.7,8.3,0.8,0.4,1.2,1.1,2.6,9.8,2024,16.8,.714,.003,.494,10.7,24.8,17.5,4.4,0.7,4.1,13.7,13.2,3.6,1.4,4.9,.142,-1.6,-0.6,-2.2,-0.1
599,Nick Smith Jr.,SG,19,CHO,46,0,14.0,2.1,5.3,.392,1.2,2.7,.424,0.9,2.6,.358,.500,0.2,0.3,.846,0.4,0.9,1.3,1.1,0.2,0.2,0.8,1.2,5.6,2024,7.6,.511,.510,.053,2.8,7.8,5.2,11.9,0.6,1.0,12.2,19.5,-0.5,0.1,-0.5,-0.034,-3.3,-2.7,-6.0,-0.7
8,Nickeil Alexander-Walker,SG,25,MIN,73,19,23.6,2.8,6.4,.432,1.5,4.0,.385,1.2,2.4,.511,.553,0.6,0.8,.786,0.5,1.6,2.0,2.5,0.8,0.5,0.9,1.8,7.6,2024,10.5,.570,.626,.120,2.3,7.3,4.9,14.4,1.6,2.0,12.2,14.3,1.1,2.6,3.7,.105,-1.3,1.5,0.2,0.9
47,Nicolas Batum,PF,35,PHI,52,34,24.9,1.9,4.1,.455,1.2,2.9,.395,0.7,1.2,.607,.596,0.3,0.4,.714,1.3,2.9,4.1,2.1,0.7,0.7,0.7,1.9,5.2,2024,10.3,.605,.714,.099,5.4,13.0,9.2,10.7,1.4,2.5,13.3,8.6,1.5,1.3,2.7,.101,-1.3,0.8,-0.5,0.5
331,Nikola Jokić,C,28,DEN,71,71,34.5,10.3,17.7,.579,1.0,2.9,.345,9.3,14.8,.624,.607,4.6,5.6,.826,2.8,9.4,12.2,8.9,1.3,0.9,2.9,2.5,26.1,2024,30.8,.647,.163,.314,9.3,29.4,19.6,42.1,1.9,2.2,12.6,29.2,10.6,4.4,15.0,.294,9.0,4.2,13.2,9.5
341,Nikola Jović,PF,20,MIA,37,29,18.5,2.4,5.4,.438,1.3,3.1,.412,1.1,2.4,.471,.555,0.6,0.9,.600,0.6,3.4,4.0,1.9,0.5,0.3,0.9,1.8,6.6,2024,11.6,.564,.567,.174,3.4,21.1,12.2,14.7,1.5,1.7,13.9,16.4,0.2,1.0,1.2,.084,-1.8,1.4,-0.4,0.3
651,Nikola Vučević,C,33,CHI,69,67,34.3,7.7,16.0,.481,1.2,4.1,.283,6.5,11.9,.551,.518,1.4,1.7,.826,2.8,7.9,10.6,3.3,0.7,0.8,1.6,2.5,18.0,2024,17.5,.537,.259,.104,8.9,26.0,17.3,15.3,0.9,2.5,8.8,23.5,2.1,2.6,4.7,.095,0.6,-0.7,-0.1,1.1
130,Noah Clowney,PF,19,BRK,15,0,9.9,1.1,2.5,.447,0.3,1.1,.250,0.9,1.5,.591,.500,0.5,0.7,.700,0.7,1.3,2.0,0.6,0.2,0.2,0.4,0.7,3.0,2024,10.2,.531,.421,.263,7.1,15.3,11.0,8.2,1.0,1.8,12.4,14.1,0.1,0.1,0.2,.056,-3.2,-1.1,-4.2,-0.1
525,Norman Powell,SG,30,LAC,69,1,26.1,5.0,10.1,.497,2.2,5.0,.436,2.8,5.1,.557,.605,1.8,2.2,.824,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8,14.0,2024,14.3,.634,.496,.220,0.9,10.1,5.7,5.9,1.1,1.1,7.5,20.1,2.7,1.1,3.8,.101,0.6,-1.3,-0.7,0.6
16,OG Anunoby,SF,26,NYK,44,44,34.0,5.7,11.5,.492,2.0,5.5,.371,3.7,6.1,.601,.580,1.5,2.0,.767,1.0,3.4,4.3,2.3,1.3,0.7,1.6,2.3,14.9,2024,13.1,.600,.472,.169,3.1,11.1,7.0,9.4,1.9,1.9,11.4,17.6,1.1,1.4,2.5,.079,-0.8,0.5,-0.3,0.6
634,Obi Toppin,PF,25,IND,75,28,21.3,3.9,6.9,.570,1.2,3.0,.402,2.7,3.9,.699,.657,0.9,1.2,.758,1.0,2.8,3.8,1.5,0.5,0.5,0.8,1.7,10.0,2024,15.5,.672,.434,.176,5.4,14.9,10.1,8.7,1.1,1.8,10.0,16.2,3.0,1.0,4.0,.120,1.3,-0.5,0.7,1.1
4,Ochai Agbaji,SG,23,TOR,72,23,20.2,2.3,5.5,.414,0.8,2.8,.305,1.4,2.7,.526,.491,0.4,0.6,.667,0.9,1.8,2.7,1.0,0.6,0.5,0.8,1.4,5.8,2024,8.0,.503,.505,.106,5.0,9.6,7.3,6.6,1.4,2.3,11.7,13.6,-0.4,0.6,0.3,.009,-3.3,-0.9,-4.2,-0.8
569,Olivier Sarr,C,24,OKC,14,0,6.8,0.8,1.4,.579,0.1,0.4,.333,0.6,0.9,.692,.632,0.7,1.1,.667,0.7,1.8,2.5,0.1,0.0,0.5,0.2,1.3,2.4,2024,15.2,.664,.316,.789,12.2,28.3,20.6,2.6,0.0,6.8,10.5,13.1,0.2,0.2,0.4,.189,-2.6,0.0,-2.6,0.0
530,Olivier-Maxence Prosper,PF,21,DAL,34,0,7.7,0.8,2.2,.351,0.2,1.0,.235,0.5,1.2,.450,.405,0.7,1.0,.676,0.5,1.3,1.8,0.6,0.1,0.1,0.1,0.5,2.4,2024,10.4,.467,.459,.459,7.6,18.4,13.0,9.1,0.9,1.0,5.3,15.4,0.1,0.2,0.3,.063,-2.5,-1.2,-3.7,-0.1
714,Omer Yurtseven,C,25,UTA,40,6,9.1,1.6,2.8,.554,0.1,0.5,.263,1.4,2.3,.613,.576,0.3,0.5,.619,1.2,2.3,3.5,0.5,0.1,0.4,0.7,1.1,3.6,2024,14.8,.586,.170,.188,14.7,27.6,21.2,7.0,0.7,4.2,17.7,16.9,0.2,0.3,0.5,.071,-1.9,-0.6,-2.5,0.0
63,Onuralp Bitim,SG,24,CHI,18,0,12.6,1.6,3.7,.424,0.6,1.9,.314,0.9,1.7,.548,.508,0.2,0.2,.750,0.3,1.3,1.7,0.7,0.2,0.1,0.4,1.1,3.9,2024,7.5,.517,.530,.061,2.9,12.1,7.4,7.8,0.7,0.9,9.4,14.5,0.0,0.1,0.1,.021,-3.7,-1.2,-5.0,-0.2
489,Onyeka Okongwu,C,23,ATL,55,8,25.5,4.1,6.6,.611,0.4,1.3,.333,3.6,5.4,.676,.642,1.7,2.1,.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,10.2,2024,16.9,.674,.189,.318,10.8,18.6,14.5,7.2,0.9,3.8,9.8,13.6,3.5,0.9,4.5,.153,0.1,-0.5,-0.4,0.6
550,Orlando Robinson,C,23,MIA,32,7,9.3,1.1,2.3,.500,0.3,0.5,.533,0.9,1.8,.491,.556,0.6,0.8,.760,0.9,1.8,2.6,1.1,0.2,0.3,0.6,1.1,3.1,2024,14.2,.596,.208,.347,10.5,21.5,15.9,16.1,1.2,2.6,17.8,15.0,0.4,0.4,0.8,.134,-1.8,0.8,-1.0,0.1
638,Oscar Tshiebwe,PF,24,IND,8,0,5.3,1.3,2.5,.500,0.0,0.0,,1.3,2.5,.500,.500,0.8,1.0,.750,1.0,1.0,2.0,0.3,0.3,0.1,0.0,0.4,3.3,2024,24.8,.553,.000,.400,21.5,21.6,21.5,6.5,2.2,1.9,0.0,23.5,0.1,0.0,0.2,.218,4.5,-2.2,2.2,0.0
87,Oshae Brissett,SF,25,BOS,48,1,11.7,1.2,2.7,.454,0.3,1.1,.294,0.9,1.6,.557,.512,0.9,1.4,.642,1.1,1.8,2.9,0.8,0.3,0.1,0.3,1.0,3.7,2024,12.7,.552,.392,.515,10.2,15.9,13.2,8.5,1.4,0.8,8.6,13.5,0.9,0.7,1.7,.141,-1.6,0.3,-1.4,0.1
520,Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,2024,8.7,.568,.697,.091,3.7,14.9,9.2,5.8,1.4,2.5,5.5,8.9,0.1,0.1,0.3,.073,-3.6,0.3,-3.2,-0.1
161,Ousmane Dieng,PF,20,OKC,31,0,11.0,1.4,3.4,.413,0.6,2.2,.299,0.7,1.2,.622,.510,0.5,0.5,.875,0.3,1.3,1.6,1.1,0.2,0.1,0.5,0.6,3.9,2024,9.4,.540,.644,.154,3.4,12.6,8.2,12.1,0.7,0.8,13.3,16.2,0.1,0.3,0.4,.052,-2.3,-1.3,-3.5,-0.1
639,P.J. Tucker,PF,38,LAC,25,4,15.6,0.5,1.6,.333,0.4,1.2,.345,0.1,0.4,.300,.462,0.1,0.1,1.000,0.9,1.9,2.8,0.5,0.5,0.3,0.3,1.9,1.6,2024,5.5,.484,.744,.077,7.0,13.7,10.4,3.6,1.7,1.6,16.6,5.4,0.1,0.4,0.5,.059,-4.3,0.4,-3.9,-0.2
665,P.J. Washington,PF,25,DAL,65,37,30.2,4.8,11.0,.432,1.7,5.5,.308,3.1,5.5,.557,.510,1.4,2.0,.690,1.2,4.3,5.5,1.9,0.9,0.8,1.3,2.4,12.6,2024,11.7,.530,.502,.180,4.3,16.3,10.1,9.4,1.4,2.4,9.9,19.1,-0.2,1.5,1.3,.032,-2.1,-0.7,-2.9,-0.4
31,Paolo Banchero,PF,21,ORL,71,71,34.8,8.1,17.4,.464,1.5,4.2,.355,6.5,13.1,.498,.507,4.9,6.9,.712,1.0,5.7,6.8,5.3,1.0,0.5,3.2,2.0,22.5,2024,17.4,.552,.244,.396,3.5,19.5,11.4,25.0,1.4,1.5,13.4,29.5,1.2,3.6,4.8,.092,1.3,0.1,1.5,2.2
583,Pascal Siakam,PF,29,IND,73,73,33.6,8.5,15.9,.535,1.1,3.2,.341,7.4,12.7,.583,.569,3.7,5.1,.732,1.7,5.4,7.1,4.5,0.8,0.3,1.8,2.3,21.8,2024,19.8,.601,.200,.321,5.5,18.1,11.7,20.2,1.2,0.8,9.0,25.2,5.0,1.5,6.5,.126,2.7,-0.5,2.2,2.6
135,Pat Connaughton,SF,31,MIL,67,2,21.7,2.0,4.4,.459,1.1,3.0,.373,0.9,1.4,.648,.587,0.5,0.7,.756,0.6,2.5,3.1,2.0,0.5,0.2,0.6,1.2,5.6,2024,9.9,.605,.688,.154,3.2,12.3,7.9,11.3,1.1,0.9,11.9,10.4,1.6,1.1,2.7,.088,-1.2,0.1,-1.1,0.3
602,Pat Spencer,PG,27,GSW,3,0,2.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,2024,21.3,1.000,.000,.000,0.0,0.0,0.0,45.3,0.0,0.0,0.0,7.0,0.0,0.0,0.0,.298,5.4,-0.7,4.7,0.0
28,Patrick Baldwin Jr.,SF,21,WAS,31,3,10.1,1.1,3.1,.340,0.6,1.8,.316,0.5,1.3,.375,.433,0.4,0.6,.684,0.4,2.2,2.6,0.6,0.3,0.4,0.4,1.1,3.1,2024,8.5,.460,.588,.196,4.3,23.5,13.7,8.1,1.5,2.9,11.0,15.9,-0.3,0.3,0.0,-0.004,-4.6,-0.4,-5.0,-0.2
58,Patrick Beverley,PG,35,MIL,67,7,19.4,2.0,5.0,.402,0.8,2.4,.321,1.3,2.6,.477,.479,1.0,1.2,.805,0.6,2.4,3.0,2.8,0.6,0.4,0.9,1.8,5.8,2024,10.8,.521,.479,.243,3.6,13.7,8.6,18.9,1.4,2.0,14.2,14.5,0.7,1.3,1.9,.071,-2.1,0.3,-1.8,0.1
694,Patrick Williams,PF,22,CHI,43,30,27.3,3.7,8.3,.443,1.4,3.4,.399,2.3,4.9,.474,.525,1.2,1.5,.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0,2024,10.9,.553,.412,.184,4.3,11.6,7.9,7.8,1.7,2.9,12.8,16.7,0.1,1.1,1.2,.047,-2.2,-0.1,-2.3,-0.1
434,Patty Mills,PG,35,MIA,30,5,13.2,1.5,4.1,.355,0.8,2.7,.284,0.7,1.4,.488,.448,0.3,0.3,1.000,0.3,0.8,1.1,1.1,0.7,0.0,0.5,1.0,4.0,2024,7.4,.469,.653,.073,2.4,7.2,4.7,11.3,2.5,0.2,11.1,15.7,-0.3,0.3,0.1,.008,-5.0,0.5,-4.5,-0.3
219,Paul George,PF,33,LAC,67,67,34.1,7.9,16.9,.468,3.3,8.1,.407,4.6,8.7,.524,.566,3.3,3.7,.898,0.5,4.8,5.3,3.6,1.6,0.5,2.0,2.8,22.4,2024,18.9,.605,.481,.218,1.7,15.4,8.8,16.0,2.3,1.3,9.9,26.4,3.7,2.5,6.2,.131,2.6,0.1,2.7,2.7
542,Paul Reed,C,24,PHI,74,23,19.3,3.1,5.8,.531,0.3,0.7,.377,2.8,5.0,.552,.554,0.8,1.0,.753,2.4,3.5,5.9,1.3,0.8,1.0,0.8,2.4,7.2,2024,17.2,.576,.124,.181,13.5,20.5,16.9,9.4,2.0,4.9,11.4,15.7,2.2,2.2,4.4,.148,-0.7,0.7,0.0,0.7
529,Payton Pritchard,PG,26,BOS,73,3,21.6,3.2,7.1,.449,1.8,4.5,.386,1.5,2.6,.561,.572,0.5,0.7,.813,0.8,2.3,3.2,3.1,0.4,0.1,0.7,1.3,8.7,2024,14.1,.586,.637,.092,4.4,11.2,8.0,18.9,1.0,0.3,8.6,16.4,3.2,1.6,4.8,.147,0.8,-0.2,0.6,1.0
471,Pete Nance,PF,23,CLE,4,0,2.8,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.0,2024,-6.1,.000,.000,.000,0.0,20.0,10.2,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,-0.144,-13.2,-3.6,-16.9,0.0
674,Peyton Watson,SF,21,DEN,72,4,18.2,2.6,5.6,.458,0.6,2.0,.299,2.0,3.6,.547,.511,0.9,1.3,.677,0.7,2.4,3.0,1.0,0.5,1.0,0.7,1.8,6.6,2024,11.4,.536,.358,.239,4.2,14.2,9.3,7.0,1.4,4.6,10.3,16.5,0.1,1.8,1.9,.071,-3.0,0.5,-2.5,-0.2
0,Precious Achiuwa,PF-C,24,NYK,66,18,22.7,3.4,6.7,.509,0.4,1.4,.272,3.0,5.3,.571,.537,1.0,1.6,.620,2.7,4.1,6.8,1.4,0.7,1.0,1.2,1.9,8.2,2024,15.3,.553,.207,.243,13.2,20.3,16.7,8.8,1.5,3.9,13.7,16.3,1.3,2.1,3.5,.111,-1.4,0.4,-1.0,0.4
249,Quentin Grimes,SG,23,DET,51,18,20.1,2.4,6.4,.372,1.6,4.7,.338,0.8,1.7,.466,.495,0.7,0.9,.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,7.0,2024,8.8,.516,.732,.137,1.6,9.3,5.4,8.7,1.7,0.6,7.5,15.7,0.3,1.0,1.4,.064,-2.6,0.4,-2.2,-0.1
313,Quenton Jackson,PG,25,IND,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,5.8,,,,0.0,56.7,28.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.061,-8.8,4.7,-4.0,0.0
257,R.J. Hampton,PG,22,MIA,8,2,9.5,0.5,1.8,.286,0.1,1.0,.125,0.4,0.8,.500,.321,0.1,0.3,.500,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3,2024,0.9,.336,.571,.143,2.9,6.0,4.5,13.6,0.0,0.0,16.8,10.5,-0.1,0.0,-0.1,-0.040,-8.2,-1.4,-9.5,-0.1
39,RJ Barrett,SG,23,TOR,53,53,31.6,7.3,14.9,.489,1.6,4.4,.369,5.6,10.5,.539,.543,3.4,4.8,.709,0.9,4.4,5.3,3.2,0.5,0.4,2.0,2.2,19.5,2024,15.9,.576,.296,.322,3.0,15.6,9.2,16.0,0.8,1.1,10.6,25.8,1.4,1.3,2.7,.077,0.5,-1.4,-0.9,0.5
560,Rayan Rupert,SG,19,POR,31,4,12.0,1.2,3.1,.385,0.5,1.3,.400,0.7,1.8,.375,.469,0.5,0.6,.789,0.5,1.4,1.9,1.3,0.2,0.1,0.6,1.2,3.4,2024,7.6,.503,.417,.198,4.6,14.2,9.1,14.6,0.8,0.5,16.1,14.2,0.0,0.2,0.1,.015,-4.2,-1.8,-6.0,-0.4
107,Reggie Bullock,SF,32,HOU,35,0,9.6,0.8,2.0,.408,0.7,1.7,.397,0.2,0.4,.462,.570,0.0,0.0,1.000,0.2,1.7,1.8,0.3,0.3,0.1,0.2,0.6,2.3,2024,8.0,.574,.817,.014,1.9,18.5,10.2,4.6,1.3,0.8,10.1,10.0,0.1,0.4,0.5,.077,-2.6,0.5,-2.1,0.0
314,Reggie Jackson,PG,33,DEN,74,20,22.1,4.0,9.1,.436,1.2,3.4,.351,2.8,5.7,.487,.501,0.9,1.2,.793,0.4,1.5,1.9,3.8,0.6,0.1,1.3,1.8,10.1,2024,11.9,.523,.372,.129,2.0,7.3,4.7,23.7,1.2,0.6,11.9,21.6,0.6,1.3,1.9,.055,-1.6,-1.4,-3.0,-0.4
288,Richaun Holmes,C-PF,30,WAS,40,10,13.9,2.1,3.7,.558,0.0,0.1,.333,2.0,3.6,.563,.561,0.9,1.2,.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,5.0,2024,14.5,.593,.020,.320,13.7,21.9,17.7,6.0,0.9,2.9,12.5,14.6,0.8,0.5,1.3,.112,-2.5,-0.9,-3.4,-0.2
137,Ricky Council IV,SG,22,PHI,26,0,9.0,1.8,3.8,.480,0.3,1.0,.333,1.5,2.7,.535,.526,1.9,2.6,.735,0.5,1.1,1.6,0.4,0.1,0.0,0.2,0.5,5.9,2024,19.0,.598,.276,.694,6.0,13.5,9.7,7.2,0.4,0.4,3.0,24.3,0.7,0.1,0.8,.165,2.7,-2.0,0.6,0.2
